,Unnamed: 0,Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London"
39,39,Schalke,0.5714285714285714,0.3783783783783784,0.7692307692307693,0.2,0.16666666666666666,0.0,0.38461538461538464,0.1111111111111111,0.4772727272727274,0.3844492440604752,0.904895007044292,0.3968609865470852,0.4334898278560251,0.3114754098360656,0.09090909090909091,0.20512820512820512,0.16666666666666666,0.125,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,Porto,0.5714285714285714,0.32432432432432434,0.5384615384615385,0.26666666666666666,0.16666666666666666,0.0,0.23076923076923078,0.5555555555555556,0.5681818181818182,0.3077753779697624,0.8032772984546233,0.3116591928251121,0.3646322378716744,0.639344262295082,0.18181818181818182,0.358974358974359,0.0,0.125,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,Basel,0.0,0.16216216216216217,0.23076923076923078,0.26666666666666666,0.0,0.0,0.23076923076923078,0.0,0.43181818181818177,0.32073434125269984,0.5795511632407222,0.2937219730941704,0.2957746478873242,0.4918032786885247,0.2727272727272727,0.17948717948717946,0.16666666666666666,0.625,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,Leverkusen,0.14285714285714285,0.32432432432432434,0.23076923076923078,0.2,0.5833333333333333,0.0,0.3076923076923077,0.0,0.7954545454545455,0.36609071274298066,0.7841611054440452,0.36210762331838564,0.24256651017214392,0.24590163934426235,0.36363636363636365,0.23076923076923078,0.41666666666666663,0.625,0.0,0.9565217391304347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,Atlético,0.0,0.2702702702702703,0.23076923076923078,0.2,0.41666666666666663,0.125,0.3076923076923077,0.0,0.20454545454545459,0.03671706263498922,0.23727556017213303,0.03139013452914796,0.17370892018779371,0.2295081967213115,0.4545454545454546,0.28205128205128205,0.5833333333333333,0.625,1.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,Arsenal,0.14285714285714285,0.35135135135135137,0.3076923076923077,0.6,0.08333333333333333,0.16666666666666666,0.6153846153846154,0.0,0.5909090909090909,0.3736501079913608,0.7832471176111282,0.36883408071748874,0.24569640062597808,0.24590163934426235,0.4545454545454546,0.1282051282051282,0.0,0.375,0.0,0.3913043478260869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,Monaco,0.42857142857142855,0.40540540540540543,0.5384615384615385,0.6,0.0,0.0,0.6153846153846154,0.5555555555555556,0.40909090909090906,0.1965442764578834,0.8429595704784916,0.2141255605381166,0.26447574334898305,0.4098360655737705,0.4545454545454546,0.5384615384615385,0.08333333333333333,0.25,0.0,0.30434782608695654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,Juventus,0.2857142857142857,0.2702702702702703,0.3076923076923077,0.4666666666666667,0.0,0.06666666666666667,0.6153846153846154,0.4444444444444444,0.4545454545454545,0.2354211663066955,0.670421289830085,0.23094170403587444,0.291079812206573,0.3114754098360656,0.09090909090909091,0.358974358974359,0.25,0.25,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,Dortmund,0.14285714285714285,0.32432432432432434,0.23076923076923078,0.4666666666666667,0.25,0.11,0.6153846153846154,0.2222222222222222,0.5454545454545455,0.32289416846652275,0.6160971160140605,0.3004484304932735,0.26447574334898305,0.37704918032786894,0.4545454545454546,0.2564102564102564,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,Man. City,0.14285714285714285,0.32432432432432434,0.38461538461538464,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.6153846153846154,0.0,0.20454545454545459,0.18682505399568036,0.7512066959783703,0.1961883408071749,0.28482003129890465,0.3278688524590164,0.4545454545454546,0.07692307692307693,0.5,0.375,1.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,Barcelona,0.2857142857142857,0.35135135135135137,0.3076923076923077,0.26666666666666666,0.5,0.07133333333333333,0.6153846153846154,0.7777777777777777,0.7954545454545455,0.5010799136069115,0.9748251970848143,0.5190582959641254,0.3098591549295775,0.4918032786885247,0.2727272727272727,0.23076923076923078,0.3333333333333333,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,Schalke,0.0,0.1891891891891892,0.23076923076923078,0.2,0.16666666666666666,0.0,0.15384615384615385,0.1111111111111111,0.25,0.20842332613390932,0.595986848479126,0.19955156950672642,0.33489827856025056,0.47540983606557385,0.4545454545454546,0.41025641025641024,0.08333333333333333,0.375,0.0,0.5217391304347826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,Real Madrid,0.2857142857142857,0.1891891891891892,0.3076923076923077,0.2,0.08333333333333333,0.25,0.15384615384615385,0.3333333333333333,0.7500000000000001,0.47948164146868255,0.8110952194745611,0.4697309417040359,0.26291079812206575,0.42622950819672134,0.18181818181818182,0.23076923076923078,0.16666666666666666,0.125,0.0,0.26086956521739124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,Basel,0.14285714285714285,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.5555555555555556,0.25,0.1393088552915767,0.6998651586804883,0.1491031390134529,0.45226917057903004,0.4918032786885247,0.18181818181818182,0.3846153846153846,0.3333333333333333,0.625,0.0,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,Porto,0.14285714285714285,0.2702702702702703,0.5384615384615385,0.0,0.3333333333333333,0.0,0.0,0.4444444444444444,0.7500000000000001,0.4244060475161988,0.8805500286368932,0.43049327354260086,0.4475743348982788,0.5573770491803279,0.2727272727272727,0.051282051282051266,0.0,0.5,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,Shakhtar Donetsk,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.4444444444444444,0.2954545454545455,0.2008639308855292,0.6046657807729923,0.19394618834080718,0.23317683881064188,0.37704918032786894,0.36363636363636365,0.641025641025641,0.25,0.375,0.0,0.5217391304347826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,Bayern,0.0,0.08108108108108109,0.07692307692307693,0.0,0.25,0.11,0.0,0.2222222222222222,0.7045454545454547,0.5000000000000001,0.9308263633416298,0.5100896860986548,0.20500782472613488,0.2622950819672132,0.18181818181818182,0.23076923076923078,0.0,0.625,1.0,0.7391304347826086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,Paris,0.14285714285714285,0.35135135135135137,0.46153846153846156,0.3333333333333333,0.25,0.11,0.5384615384615385,0.1111111111111111,0.5909090909090909,0.3822894168466523,0.9710582923373008,0.40470852017937214,0.13771517996870108,0.11475409836065575,0.4545454545454546,0.20512820512820512,0.08333333333333333,0.25,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,Chelsea,0.14285714285714285,0.16216216216216217,0.07692307692307693,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.5384615384615385,0.0,0.40909090909090906,0.28617710583153355,0.8809196084551587,0.3015695067264574,0.15805946791862313,0.08196721311475413,0.18181818181818182,0.358974358974359,0.25,0.25,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,Real Madrid,0.14285714285714285,0.6486486486486487,0.6153846153846154,0.4,0.9166666666666666,0.25,0.5384615384615385,0.0,0.40909090909090906,0.4179265658747301,0.8550626954278586,0.4204035874439462,0.588419405320814,0.819672131147541,0.0,0.43589743589743585,0.25,0.75,0.0,0.6521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,59,Atlético,0.14285714285714285,0.32432432432432434,0.3076923076923077,0.4,0.25,0.125,0.5384615384615385,0.2222222222222222,0.5909090909090909,0.4935205183585314,0.7517556521313113,0.4719730941704036,0.7840375586854462,0.6065573770491803,0.2727272727272727,0.358974358974359,0.9166666666666666,0.25,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,60,Real Madrid,0.14285714285714285,0.3783783783783784,0.38461538461538464,0.3333333333333333,0.41666666666666663,0.25,0.38461538461538464,0.5555555555555556,0.5681818181818182,0.4136069114470843,0.8875778275869539,0.42152466367713,0.1517996870109546,0.459016393442623,0.0,0.30769230769230765,0.0,0.125,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,Man. City,0.0,0.10810810810810811,0.0,0.3333333333333333,0.0,0.06666666666666667,0.38461538461538464,0.2222222222222222,0.43181818181818177,0.306695464362851,0.7588891801486901,0.30493273542600896,0.19718309859154948,0.3278688524590164,0.2727272727272727,0.20512820512820512,0.41666666666666663,0.375,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,Bayern,0.2857142857142857,0.8918918918918919,0.9230769230769231,0.8666666666666667,0.75,0.11,0.9230769230769231,0.3333333333333333,0.9090909090909091,0.5377969762419007,0.8253530037417374,0.5257847533632287,0.3239436619718312,0.24590163934426235,0.18181818181818182,0.10256410256410256,0.08333333333333333,0.125,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,Atlético,0.14285714285714285,0.4594594594594595,0.3076923076923077,0.8666666666666667,0.08333333333333333,0.125,0.9230769230769231,0.2222222222222222,0.09090909090909094,0.045356371490280795,0.20233392222685875,0.0358744394618834,0.3896713615023477,0.37704918032786894,0.4545454545454546,0.846153846153846,0.75,0.125,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,Atlético,0.14285714285714285,0.2702702702702703,0.38461538461538464,0.13333333333333333,0.3333333333333333,0.125,0.38461538461538464,0.2222222222222222,0.06818181818181823,0.04211663066954646,0.16805057470938056,0.03139013452914796,0.37089201877934275,0.4426229508196722,0.36363636363636365,0.48717948717948717,0.3333333333333333,0.125,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,Bayern,0.0,0.32432432432432434,0.5384615384615385,0.13333333333333333,0.3333333333333333,0.11,0.38461538461538464,0.0,0.9318181818181818,0.603671706263499,0.8741066832277187,0.5964125560538116,0.2738654147104851,0.42622950819672134,0.2727272727272727,0.2564102564102564,0.3333333333333333,0.5,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,Man. City,0.0,0.10810810810810811,0.15384615384615385,0.13333333333333333,0.08333333333333333,0.06666666666666667,0.3076923076923077,0.1111111111111111,0.4545454545454545,0.36393088552915775,0.6424943212300369,0.3396860986547085,0.2879499217527388,0.6229508196721312,0.5454545454545454,0.5384615384615385,0.25,0.125,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,Real Madrid,0.0,0.1891891891891892,0.23076923076923078,0.13333333333333333,0.25,0.25,0.3076923076923077,0.2222222222222222,0.5454545454545455,0.4589632829373651,0.7763127212600414,0.445067264573991,0.28012519561815363,0.6557377049180328,0.18181818181818182,0.28205128205128205,0.08333333333333333,0.25,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,Benfica,0.2857142857142857,0.21621621621621623,0.38461538461538464,0.13333333333333333,0.16666666666666666,0.0,0.23076923076923078,0.2222222222222222,0.09090909090909094,0.0842332613390929,0.31101580113829375,0.07286995515695066,0.24726134585289516,0.278688524590164,0.2727272727272727,0.20512820512820512,0.16666666666666666,0.25,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,Bayern,0.2857142857142857,0.2702702702702703,0.5384615384615385,0.13333333333333333,0.16666666666666666,0.11,0.23076923076923078,0.3333333333333333,0.9090909090909091,0.5874730021598273,0.981345261060353,0.6031390134529149,0.24569640062597808,0.39344262295081966,0.09090909090909091,0.10256410256410256,0.16666666666666666,0.125,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,Atlético,0.2857142857142857,0.21621621621621623,0.46153846153846156,0.13333333333333333,0.08333333333333333,0.125,0.07692307692307693,0.2222222222222222,0.0,0.0,0.1678290547558965,0.0,0.3098591549295775,0.24590163934426235,0.18181818181818182,0.5641025641025641,0.41666666666666663,0.5,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,Barcelona,0.0,0.2702702702702703,0.3076923076923077,0.13333333333333333,0.41666666666666663,0.07133333333333333,0.07692307692307693,0.0,1.0,0.5453563714902808,0.9349985985391838,0.553811659192825,0.1220657276995305,0.278688524590164,0.0,0.15384615384615383,0.08333333333333333,0.5,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,Real Madrid,0.42857142857142855,0.40540540540540543,0.5384615384615385,0.3333333333333333,0.3333333333333333,0.25,0.9230769230769231,0.5555555555555556,0.6363636363636364,0.4524838012958964,0.8513681731481659,0.45179372197309414,0.19718309859154948,0.2622950819672132,0.09090909090909091,0.23076923076923078,0.25,0.125,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,Wolfsburg,0.0,0.2702702702702703,0.23076923076923078,0.3333333333333333,0.25,0.0,0.9230769230769231,0.3333333333333333,0.36363636363636365,0.3012958963282938,0.656687083231569,0.28699551569506726,0.17057902973395955,0.3278688524590164,0.4545454545454546,0.3846153846153846,0.3333333333333333,0.5,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,74,Man. City,0.14285714285714285,0.2702702702702703,0.07692307692307693,0.5333333333333333,0.16666666666666666,0.06666666666666667,0.46153846153846156,0.2222222222222222,0.2272727272727273,0.18682505399568036,0.6594212272066748,0.18721973094170402,0.12832550860719882,0.5901639344262296,0.09090909090909091,0.17948717948717946,0.08333333333333333,0.125,0.0,0.6521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,Paris,0.0,0.35135135135135137,0.38461538461538464,0.5333333333333333,0.08333333333333333,0.11,0.46153846153846156,0.4444444444444444,0.7727272727272728,0.5518358531317495,0.8513485510405925,0.5437219730941705,0.05007824726134591,0.2622950819672132,0.2727272727272727,0.17948717948717946,0.16666666666666666,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,Paris,0.2857142857142857,0.40540540540540543,0.38461538461538464,0.4666666666666667,0.3333333333333333,0.11,0.3076923076923077,0.2222222222222222,0.8181818181818182,0.5982721382289418,0.9202301438234923,0.600896860986547,0.11737089201877926,0.42622950819672134,0.09090909090909091,0.20512820512820512,0.16666666666666666,0.25,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,Man. City,0.2857142857142857,0.2972972972972973,0.23076923076923078,0.4666666666666667,0.16666666666666666,0.06666666666666667,0.3076923076923077,0.1111111111111111,0.18181818181818188,0.16954643628509722,0.6050376352356719,0.1670403587443946,0.17840375586854473,0.4426229508196722,0.5454545454545454,0.4615384615384615,0.3333333333333333,0.5,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,Wolfsburg,0.2857142857142857,0.24324324324324326,0.5384615384615385,0.2,0.0,0.0,0.07692307692307693,0.0,0.31818181818181823,0.2580993520518359,0.6728019327702728,0.25112107623318386,0.24413145539906123,0.5737704918032788,0.5454545454545454,0.3333333333333333,0.41666666666666663,0.5,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,79,Real Madrid,0.0,0.2702702702702703,0.23076923076923078,0.2,0.41666666666666663,0.25,0.07692307692307693,0.7777777777777777,0.6818181818181818,0.5442764578833694,0.9111333426976045,0.5482062780269059,0.1721439749608764,0.5737704918032788,0.18181818181818182,0.10256410256410256,0.0,0.125,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
